Rank,Name,NPC,Birth,Time,Date,City,Country
26,COLLADO Jesus,ESP,1979,1:00.69,22 April 2012,Los Cristianos-Arona,Spain
27,CRISP James,GBR,1982,1:00.76,7 September 2012,London,Great Britain
28,VINCETIC Kristijan,CRO,1991,1:00.86,7 September 2012,London,Great Britain
29,HOGGAN Stefan,GBR,1992,1:00.89,21 July 2012,Sheffield,Great Britain
30,SILVA Matheus,BRA,1994,1:00.95,2 December 2012,Fortaleza,Brazil
31,MAMIC Kristijan,CRO,1993,1:01.12,7 April 2012,Sheffield,Great Britain
32,SCHULZ Martin,GER,1990,1:01.33,7 April 2012,Sheffield,Great Britain
33,DIERING Michael,CAN,1990,1:01.37,30 March 2012,Montreal,Canada
34,MCGUIGAN Hayden,AUS,1996,1:01.38,19 March 2012,Adelaide,Australia
35,VO Huynh Anh Khoa,VIE,1991,1:01.63,7 April 2012,Sheffield,Great Britain
36,WYLIE Matthew,GBR,1996,1:01.70,21 July 2012,Sheffield,Great Britain
37,VAN DEN END Thijs,NED,1993,1:01.85,17 May 2012,Ostend,Belgium
38,KWON Hyun,KOR,1991,1:02.22,10 October 2012,Goyang,South Korea
39,ZYSEK Kasper,DEN,1994,1:02.26,1 July 2012,Berlin,Germany
40,PETERS Morgyn,GBR,1996,1:02.29,6 March 2012,London,Great Britain
41,LARRAGA Arturo,MEX,1990,1:02.45,30 March 2012,"Boca del Rio, Veracruz",Mexico
42,NOGUEIRA Victor Alan,BRA,1992,1:03.44,2 December 2012,Fortaleza,Brazil
43,POLLEN Travis,USA,1989,1:03.47,16 June 2012,Bismarck,United States of America
44,DANIEL Stefan,CAN,1997,1:03.59,30 March 2012,Montreal,Canada
45,NIIN Einar,EST,1991,1:03.63,7 April 2012,Sheffield,Great Britain
46,VACHON Philippe,CAN,1995,1:03.83,30 March 2012,Montreal,Canada
47,ROSATTI Juan Pablo,ARG,1983,1:04.03,12 May 2012,Buenos Aires,Argentina
48,KOWALEWSKI Pascal,GER,1994,1:04.10,20 May 2012,Hamm,Germany
49,MCALLISTER Zack,CAN,1993,1:04.50,30 March 2012,Montreal,Canada
50,MCGIVERN Laurence,IRL,1992,1:04.69,7 April 2012,Sheffield,Great Britain
51,COX Oliver,AUS,1997,1:04.80,20 October 2012,Sydney,Australia
52,PULLEIRO Marco,ARG,1990,1:05.06,12 May 2012,Buenos Aires,Argentina
53,RODZIEWICZ Kacper,POL,1992,1:05.19,28 April 2012,Split,Croatia
54,HELLER Jens,GER,1994,1:05.28,1 July 2012,Berlin,Germany
55,REYNOLDS Jesse,NZL,1996,1:05.35,19 May 2012,Cincinnati,United States of America
56,WEST Ryan,GBR,1997,1:05.88,21 July 2012,Sheffield,Great Britain
57,FONTAYNE Bastian,GER,1997,1:05.97,16 December 2012,Swansea,Great Britain
58,HIRSE Yannick,GER,1996,1:05.98,1 July 2012,Berlin,Germany
59,HERMANNSSON Gudmundur,ISL,1993,1:06.01,1 July 2012,Berlin,Germany
60,PIENIAZCZAK Piotr,POL,1993,1:06.29,1 July 2012,Berlin,Germany
61,BARTNIK Mateusz,POL,1996,1:06.46,17 June 2012,Szczecin,Poland
62,BEZUIDENHOUT James,RSA,1996,1:07.09,1 July 2012,Berlin,Germany
63,MANISON John Scott,USA,1993,1:07.19,19 May 2012,Cincinnati,United States of America
64,BOER Simon,NED,1995,1:07.40,10 June 2012,Amsterdam,Netherlands
65,SATO Yasuaki,JPN,1988,1:07.45,12 May 2012,Naples,Italy
66,BENDER Nils,GER,1993,1:07.75,16 December 2012,Swansea,Great Britain
67,VAN DEN BERG Sjaak,NED,1984,1:07.76,10 June 2012,Amsterdam,Netherlands
68,GRISWOLD Robert,USA,1996,1:08.00,16 June 2012,Bismarck,United States of America
69,MACHADO Fabiano,BRA,1975,1:08.04,15 July 2012,Sao Paulo,Brazil
70,RECALCATI Marco,ITA,1994,1:08.17,14 July 2012,Rome,Italy
71,PEREZ DE JESUS Victor Javier,MEX,1994,1:08.66,30 March 2012,"Boca del Rio, Veracruz",Mexico
72,HOCHENBERGER Philip,AUT,1992,1:09.06,1 July 2012,Berlin,Germany
73,BISKUP Patryk,POL,1998,1:09.29,17 June 2012,Szczecin,Poland
74,PARKIN Charl,RSA,1968,1:09.73,19 April 2012,Durban,South Africa
75,SCHWEITZER Wolf,SUI,1967,1:10.42,1 July 2012,Berlin,Germany
76,POWELL Logan,AUS,1999,1:11.11,20 December 2012,Brisbane,Australia
77,CEYLANTEPE Alper,TUR,1982,1:12.22,7 April 2012,Sheffield,Great Britain
78,PLUZHNIKOV Sergey,AZE,1988,1:12.90,7 April 2012,Sheffield,Great Britain
79,PLIAKOS Sokratis Konstantinos,GRE,1994,1:12.99,15 June 2012,Athens,Greece
80,VAN DUUREN Tim,NED,1998,1:14.84,17 June 2012,Drachten,Netherlands
81,SCHMIDT Caleb,USA,1996,1:15.06,19 May 2012,Cincinnati,United States of America
82,PIRIZADEH Kanan,AZE,1990,1:15.22,7 April 2012,Sheffield,Great Britain
83,ATTANASIO Gianluca,ITA,1969,1:15.49,12 May 2012,Naples,Italy
84,GUINET Corentin,FRA,1995,1:15.50,22 June 2012,Schiltigheim,France
85,TADIC Ilija,MNE,1999,1:15.73,1 July 2012,Berlin,Germany
86,SELEP Alojz,SVK,1985,1:16.27,10 March 2012,Esbjerg,Denmark
87,FONTE Angelo,ITA,1978,1:18.60,14 July 2012,Rome,Italy
88,VAN DE LOGT Erik,GER,1996,1:19.32,10 March 2012,Esbjerg,Denmark
89,VENET Frederic,FRA,1992,1:19.55,23 March 2012,Angouleme,France
90,SABEEH Hatem Nussrat Sabeeh,IRQ,1990,1:19.70,9 June 2012,Ceske Budejovice,Czechia
91,PATERKA Krzysztof,POL,1986,1:19.87,22 April 2012,Los Cristianos-Arona,Spain
92,BYUN Seungwon,KOR,1994,1:22.42,10 October 2012,Goyang,South Korea
93,PHILLIPS Matthew,GBR,2000,1:23.30,7 April 2012,Sheffield,Great Britain
94,MATHIAS Evan Matthew,USA,1996,1:23.34,19 May 2012,Cincinnati,United States of America
95,GLATZL Marco,AUT,1997,1:26.37,1 July 2012,Berlin,Germany
96,AHAMADA DJAE Hassani,COM,1978,1:36.51,1 July 2012,Berlin,Germany
97,ARGYROPOULOS Dimitrios,GRE,1974,1:36.59,15 June 2012,Athens,Greece
98,PEREZ SOTO Erick Abraham,MEX,1989,1:45.29,30 March 2012,"Boca del Rio, Veracruz",Mexico
99,ZOTTI Daniele,ITA,1969,1:46.53,12 May 2012,Naples,Italy
100,CODINA MOLINA Marc,AND,1970,1:51.87,7 April 2012,Sheffield,Great Britain
