Rank,Name,NPC,Birth,Time,Date,City,Country
64,LOPEZ Thiara,ARG,2013,1:20.38,29 May 2026,Buenos Aires,Argentina
65,LE Thi-Dung,VIE,1985,1:21.25,21 January 2026,Nakhon Ratchasima,Thailand
66,EREJEPBAEVA Shakhnoza,UZB,2011,1:21.85,1 May 2026,Paris,France
67,CHAIWONG Prakaithip,THA,2004,1:22.00,29 May 2026,Fuji,Japan
68,GORTER Jenna,NED,2007,1:23.37,19 March 2026,Barcelona,Spain
69,ASTRI LILLEBO Walsh,NOR,2008,1:23.87,18 April 2026,Bergen,Norway
70,LEE Hang Fei,HKG,2014,1:24.00,29 May 2026,Fuji,Japan
71,HANULIAKOVA Dorota,SVK,2010,1:24.66,12 March 2026,Lignano Sabbiadoro,Italy
72,GILLESPIE Alyssa,AUS,2008,1:25.42,20 February 2026,Gold Coast,Australia
73,BENTANCOR Shamira Luana,ARG,2005,1:25.48,7 March 2026,Buenos Aires,Argentina
74,ONG Jia Xuan,MAS,2004,1:25.72,29 May 2026,Fuji,Japan
75,BIADOV Nina,SLO,2009,1:26.63,1 May 2026,Paris,France
76,VICCH Silvia,ITA,2000,1:26.68,6 June 2026,Brescia,Italy
77,HOIL MATOS Shaday Nicole,MEX,2011,1:29.37,19 March 2026,Barcelona,Spain
78,CHIANG Man-Ling,TPE,2006,1:30.46,1 May 2026,Paris,France
79,BAIHAKKI Moza Alyka,SGP,2011,1:30.94,29 May 2026,Fuji,Japan
80,KAMBLE Annapurna Sunil,IND,2002,1:48.15,10 June 2026,Bengaluru,India
