Rank,Name,NPC,Birth,Time,Date,City,Country
52,TANDAZO Erick,ECU,2003,0:28.13,24 November 2023,Santiago,Chile
53,HERNANDEZ RAMIREZ Nestor,MEX,2004,0:28.27,10 June 2023,Bogota,Colombia
54,LOMBARDI Mariano Jorge,ARG,2005,0:28.38,19 December 2023,Buenos Aires,Argentina
55=,SALGUERO GALISTEO Oscar,ESP,1998,0:28.40,11 February 2023,BARCELONA,Spain
55=,NOGUEIRA Victor Alan,BRA,1992,0:28.40,23 June 2023,Sao Paulo,Brazil
57,BATTY Luke,GBR,2005,0:28.53,19 March 2023,Sheffield,Great Britain
58,MCCLEMENTS Barry,IRL,2001,0:28.62,3 December 2023,Rotterdam,Netherlands
59,AL-HAYANI Mustafa,IRQ,2004,0:28.63,11 November 2023,Cairo,Egypt
60,SMIRNOV Daniil,NPA,2001,0:28.76,7 July 2023,Brest,Belarus
61=,DELRUE Remi,BEL,2006,0:28.85,28 July 2023,Antwerpen,Belgium
61=,ROPKOB Nantawat,THA,2005,0:28.85,6 December 2023,Nakhon Ratchasima,Thailand
63,WILLMER Josh,NZL,2004,0:28.93,11 November 2023,Auckland,New Zealand
64,LUO Qingquan,CHN,1998,0:28.99,2 July 2023,Hangzhou,China
65,YANG Ming,CHN,1998,0:29.02,2 July 2023,Hangzhou,China
66,DOS SANTOS ALMEIDA Victor,BRA,2008,0:29.06,8 October 2023,Guadalajara,Mexico
67,TOMCZYK Dawid,POL,2001,0:29.11,27 May 2023,Gorzow Wlkp.,Poland
68=,MARIN REGINO Luis Camilo,COL,2005,0:29.15,18 May 2023,Villavicencio,Colombia
68=,MENDOZA LOZANO Diego Alejandro,COL,1998,0:29.15,24 September 2023,Bucaramanga,Colombia
70,EDWARDS Ieuan,NZL,2002,0:29.19,18 February 2023,Melbourne,Australia
71,ABDALLA Hady,EGY,2001,0:29.25,11 November 2023,Cairo,Egypt
72,MOTALLEBI FESHARAKI Ali,IRI,2007,0:29.26,5 May 2023,Tehran,Iran
73,GARBE Andrey Pereira,BRA,1997,0:29.37,21 October 2023,Sao Paulo,Brazil
74,GELFAND David,USA,1998,0:29.39,15 December 2023,Orlando,United States of America
75,HERMOSA Rodrigo,PAR,2003,0:29.55,25 August 2023,Ciudad de Buenos Aires,Argentina
76,BELLANGER Alexis,FRA,2005,0:29.58,10 March 2023,Lignano Sabbiadoro,Italy
77,CASTRO BOTINA Juan Felipe,COL,2007,0:29.68,10 June 2023,Bogota,Colombia
78,ROBINSON Noah,AUS,2003,0:29.78,18 April 2023,Southport,Australia
79=,OUCHI Shuma,JPN,2007,0:29.84,18 September 2023,Yokohama,Japan
79=,NEGARESTANI Soroush,IRI,2004,0:29.84,25 October 2023,Hangzhou,China
81,CORDOBA Lautaro,ARG,2006,0:29.89,25 August 2023,Ciudad de Buenos Aires,Argentina
82,TOSHINO Seiga,JPN,1998,0:29.90,19 November 2023,Saga,Japan
83=,VIVES Mateo,ARG,2007,0:29.94,25 August 2023,Ciudad de Buenos Aires,Argentina
83=,ZAMORA Esteban,CRC,1999,0:29.94,24 November 2023,Santiago,Chile
85,MOSS Matthew,RSA,2004,0:30.01,11 November 2023,Cairo,Egypt
86,JEON Hyungwoo,KOR,2002,0:30.04,10 September 2023,Jeonju,South Korea
87,HEEB Jakob,DEN,2001,0:30.05,13 May 2023,Berlin,Germany
88,ATOPO Daniel,VEN,2005,0:30.10,10 June 2023,Bogota,Colombia
89,BRUNER Carson,USA,2004,0:30.13,15 December 2023,Orlando,United States of America
90,THERON Jean-Baptiste,FRA,2006,0:30.22,10 March 2023,Lignano Sabbiadoro,Italy
91,ODILOV Shoyatbek,UZB,2003,0:30.25,28 May 2023,Limoges,France
92,MISKIEWICZ Mateusz,POL,2004,0:30.38,10 March 2023,Lignano Sabbiadoro,Italy
93,BERNARDI GUARIENTI Vinicius,BRA,1995,0:30.39,28 October 2023,Curitiba,Brazil
94,KAUNG MYAT KYAW,MYA,2003,0:30.52,25 October 2023,Hangzhou,China
95,CIAPAS Pijus,LTU,2007,0:30.62,13 May 2023,Berlin,Germany
96,WONG Braxton,USA,2005,0:30.69,17 June 2023,Colorado Springs,United States of America
97,DUCHAN Josef,CZE,1982,0:30.86,6 December 2023,Nakhon Ratchasima,Thailand
98,NOTRETU Arian-Cristian,ROU,2005,0:31.26,10 March 2023,Lignano Sabbiadoro,Italy
99,PACE Ettore Edoardo,ITA,2006,0:31.37,10 March 2023,Lignano Sabbiadoro,Italy
100,MALDONADO MALDONADO Diego Fernando,COL,2002,0:31.46,18 May 2023,Villavicencio,Colombia
101,POLANCO PINTO Juan Jose,VEN,2003,0:31.53,1 September 2023,Barquisimeto,Venezuela
102,DARAIO Axel Manuel,ARG,1999,0:31.59,16 June 2023,Buenos Aires,Argentina
103,KYDD Kentreal Timothy,VIN,2006,0:31.67,24 November 2023,Santiago,Chile
104,ULAG Muhaimin,PHI,1993,0:31.82,25 October 2023,Hangzhou,China
105,ALFARO Neythan,CRC,2005,0:31.85,24 November 2023,Santiago,Chile
106,URRUNAGA Carlos,PAN,1994,0:31.91,24 November 2023,Santiago,Chile
107,AL-ATTWANI Mohammed,IRQ,2010,0:32.36,11 November 2023,Cairo,Egypt
108,STASA Matej,CZE,2009,0:32.40,17 November 2023,Szczecin,Poland
109,SABIDO Roland,PHI,1990,0:32.42,1 May 2023,Singapore,Singapore
110,ABA Arnel,PHI,1984,0:32.55,25 October 2023,Hangzhou,China
111,KURANE Sumit Rajendra,IND,2004,0:32.71,19 March 2023,Sheffield,Great Britain
112,HANZEK Juraj,CRO,2008,0:33.14,1 July 2023,Zagreb,Croatia
113,VICTOR Scody,MRI,1989,0:33.23,6 August 2023,Manchester,Great Britain
114,HOLT Henrik,NOR,2008,0:33.24,4 July 2023,Fredrikstad,Norway
115,SEDRAK Mena Wael,EGY,1999,0:33.80,11 November 2023,Cairo,Egypt
116,NORKHAM Olam,LAO,1985,0:34.62,25 October 2023,Hangzhou,China
117,ALFAJJI Abdullatif,KUW,1993,0:34.95,11 November 2023,Cairo,Egypt
118,KUMAL Bhim Bahadur,NEP,1983,0:35.49,25 October 2023,Hangzhou,China
119,BOYCE-VAUGHAN Antwahn,BAR,2000,0:35.83,24 November 2023,Santiago,Chile
120,LAITALA Ilmari,FIN,2003,0:36.76,13 May 2023,Berlin,Germany
121,CIELEVICIUS Modestas,LTU,2003,0:38.30,13 May 2023,Berlin,Germany
122,GONZALEZ Paolo,ESA,2006,0:38.55,10 June 2023,Bogota,Colombia
123,RAHMAN Khandaker Nafiur,BAN,2001,0:38.98,25 October 2023,Hangzhou,China
124,TONY Mazen Ali,EGY,2010,0:42.84,11 November 2023,Cairo,Egypt
125,SAENGNGAM Watcharaphon,THA,2006,0:44.70,1 May 2023,Singapore,Singapore
126,BELEN Frank,DOM,2006,0:48.20,10 June 2023,Bogota,Colombia
127,HOEGH Frederik,DEN,2008,0:49.81,13 May 2023,Berlin,Germany
