Rank,Name,NPC,Birth,Time,Date,City,Country
36,FILHO Vanilton,BRA,1993,0:29.15,21 October 2009,Cartagena,Colombia
37,LARRAGA Arturo,MEX,1990,0:29.35,31 July 2009,Edmonton,Canada
38,SATO Yasuaki,JPN,1988,0:29.39,20 July 2009,"Osaka, Japan",Japan
39,PATERKA Krzysztof,POL,1986,0:29.46,22 October 2009,Reykjavik,Iceland
40,PERRY Jarrett,USA,1986,0:29.53,20 March 2009,"Gresham, Oregon",United States of America
41,VAN DEN END Thijs,NED,1993,0:29.57,22 October 2009,Reykjavik,Iceland
42,MCGIVERN Laurence,IRL,1992,0:29.60,16 May 2009,"Ponds Forge, Sheffield",Great Britain
43,NIIN Einar,EST,1991,0:29.67,9 May 2009,Wezenberg,Belgium
44,VERMA Sachin,IND,1986,0:29.95,27 November 2009,Bangalore,India
45,LEOW Chen Hai,SGP,1978,0:30.15,19 August 2009,Kuala Lumpur,Malaysia
46,BUCHTA Roman,SVK,1997,0:30.23,22 October 2009,Reykjavik,Iceland
47,DIAZ Gonzalo,URU,1989,0:30.32,16 August 2009,Rio de Janeiro,Brazil
48,CESARONI Simone,ITA,1978,0:30.34,31 May 2009,Berlin,Germany
49,PULLEIRO Marco,ARG,1990,0:30.39,21 October 2009,Cartagena,Colombia
50,IZSOF Gabriel,SVK,1987,0:30.60,9 May 2009,Wezenberg,Belgium
51,PETERS Morgyn,GBR,1996,0:30.82,2 August 2009,Sheffield,Great Britain
52,RECALCATI Marco,ITA,1994,0:30.91,31 May 2009,Berlin,Germany
53,GILL Robert,GBR,1995,0:30.92,2 August 2009,Sheffield,Great Britain
54,KWON Hyun,KOR,1991,0:30.95,13 September 2009,Tokyo,Japan
55,TAUZER Nate,USA,1987,0:31.15,31 July 2009,Edmonton,Canada
56,HAEZEBROUCQ Valentin,FRA,1991,0:31.25,22 October 2009,Reykjavik,Iceland
57,ZYSEK Kasper,DEN,1994,0:31.31,8 March 2009,Esbjerg,Denmark
58,MCALLISTER Zack,CAN,1993,0:31.32,30 June 2009,Calgary,Canada
59,MIYAMOTO Shohei,JPN,1992,0:31.37,13 September 2009,Tokyo,Japan
60,MAXIMIANO Nuno,POR,1987,0:31.42,31 May 2009,Berlin,Germany
61,ALTENBURG Hessel,CAN,1988,0:31.52,20 March 2009,"Gresham, Oregon",United States of America
62,POLIN Dmitry,RUS,1985,0:31.71,22 October 2009,Reykjavik,Iceland
63,BATTISTINI Jacopo,ITA,1989,0:31.78,10 July 2009,Reggio Emilia,Italy
64,LAZO Facundo,ARG,1986,0:31.85,29 August 2009,Buenos Aires,Argentina
65,SOMOS Ioannis,GRE,1985,0:31.97,27 June 2009,Athens,Greece
